,,,,,,,
Código,Classificação,Grupo,Valor,% Partic,% Lucro,%% Vendas,Núm. Clientes
,,,,,,,Atendidos
20155,2.21.143.003.002,                      Cebolinha,"10.917,24","47,59","42,57","0,03",4055
20156,2.21.143.003.003,                      Coentro Fresco,"0,00","0,00","0,00","0,00",0
20157,2.21.143.003.004,                      Endro  Fresco,"0,00","0,00","0,00","0,00",0
20158,2.21.143.003.005,                      Erva Doce  Fresco,"0,00","0,00","0,00","0,00",0
20159,2.21.143.003.006,                      Hortela,"0,00","0,00","0,00","0,00",0
20160,2.21.143.003.007,                      Manjericao Fresco,"0,00","0,00","0,00","0,00",0
20161,2.21.143.003.008,                      Outros Temperos,"708,36","3,09","42,27","0,00",168
20162,2.21.143.003.009,                      Salsao,"0,00","0,00","0,00","0,00",0
20163,2.21.143.003.010,                      Salsinha,"11.316,45","49,33","41,24","0,03",3112
20164,2.21.143.003.011,                      Salvia,"0,00","0,00","0,00","0,00",0
20165,2.21.143.003.012,                      Tomilho,"0,00","0,00","0,00","0,00",0
20166,2.21.144,          Frutas,"1.645.402,35","52,66","36,56","4,27",0
20167,2.21.144.001,                Frutas Acidas E Semi Acidas,"572.593,92","34,80","36,14","1,48",0
20168,2.21.144.001.001,                      Abacaxi,"41.356,10","7,22","38,58","0,11",4097
20169,2.21.144.001.002,                      Acerola,"24,96","0,00","42,91","6,47",1
20170,2.21.144.001.003,                      Ameixa,"11.240,15","1,96","39,05","0,03",835
20171,2.21.144.001.004,                      Amora,"0,00","0,00","0,00","0,00",0
20172,2.21.144.001.005,                      Carambola,"352,53","0,06","34,23","0,00",27
20173,2.21.144.001.006,                      Cereja,"4,41","0,00","-30,16","1,14",1
20174,2.21.144.001.007,                      Framboesa,"215,56","0,04","3,35","0,00",8
20175,2.21.144.001.008,                      Goiaba,"9.071,69","1,58","40,03","0,02",1305
20176,2.21.144.001.009,                      Jamelao,"0,00","0,00","0,00","0,00",0
20177,2.21.144.001.010,                      Kiwi,"12.664,08","2,21","38,71","0,03",875
20178,2.21.144.001.011,                      Laranja,"103.322,15","18,04","40,32","0,27",14782
20179,2.21.144.001.012,                      Limao,"41.260,67","7,21","40,40","0,11",6921
20180,2.21.144.001.013,                      Maracuja,"13.694,49","2,39","39,35","0,04",1237
20181,2.21.144.001.014,                      Mexerica,"0,00","0,00","0,00","0,00",0
20182,2.21.144.001.015,                      Morango,"64.702,68","11,30","36,71","0,17",5750
20183,2.21.144.001.016,                      Nectarina,"301,22","0,05","36,97","0,00",17
20184,2.21.144.001.017,                      Nespera,"233,10","0,04","47,88","0,00",9
20185,2.21.144.001.018,                      Outras Frutas Acidas,"70.844,48","12,37","39,40","0,18",6972
20186,2.21.144.001.019,                      Pera,"18.187,38","3,18","40,82","0,05",1733
20187,2.21.144.001.020,                      Pessego,"12.148,10","2,12","38,17","0,03",727
20188,2.21.144.001.021,                      Uva,"172.970,17","30,21","29,05","0,45",15600
20189,2.21.144.002,                Frutas Doces,"913.943,09","55,54","36,62","2,37",0
20190,2.21.144.002.001,                      Abacate,"30.948,82","3,39","41,70","0,08",2640
20191,2.21.144.002.002,                      Banana,"350.481,19","38,35","31,57","0,91",45595
20192,2.21.144.002.003,                      Caqui,"8.582,43","0,94","33,99","0,02",826
20193,2.21.144.002.004,                      Coco,"1.061,19","0,12","38,27","0,00",110
20194,2.21.144.002.005,                      Figo,"216,40","0,02","28,46","0,00",6
20195,2.21.144.002.006,                      Maca,"267.395,03","29,26","38,80","0,69",22952
20196,2.21.144.002.007,                      Mamao,"128.865,08","14,10","40,13","0,33",12454
20197,2.21.144.002.008,                      Manga,"113.688,71","12,44","39,26","0,30",12523
20198,2.21.144.002.009,                      Outras Frutas Doces,"12.704,24","1,39","59,87","0,03",935
20199,2.21.144.003,                Frutas Fracionadas,"589,59","0,04","68,49","0,00",0
20200,2.21.144.003.001,                      Mamao Fatiado,"0,00","0,00","0,00","0,00",0
20201,2.21.144.003.002,                      Melancia Fatiada,"0,00","0,00","0,00","0,00",0
20202,2.21.144.003.003,                      Melao Fatiado,"526,66","89,33","71,81","0,00",81
20203,2.21.144.003.004,                      Outras Frutas Fracionadas,"62,93","10,67","40,70","0,00",4
20204,2.21.144.003.005,                      Salada De Frutas,"0,00","0,00","0,00","0,00",0
20205,2.21.144.004,                Frutas Hidricas,"135.324,79","8,22","38,22","0,35",0
20206,2.21.144.004.001,                      Melancia,"110.872,36","81,93","37,98","0,29",9403
20207,2.21.144.004.002,                      Melao,"24.452,43","18,07","39,28","0,06",2675
20208,2.21.144.004.003,                      Outras Frutas Hidricas,"0,00","0,00","0,00","0,00",0
20209,2.21.144.005,                Frutas Secas E Oleaginosas,"22.950,96","1,40","34,11","0,06",0
20210,2.21.144.005.001,                      Amendoas,"0,00","0,00","0,00","0,00",0
20211,2.21.144.005.002,                      Amendoim A Granel,"1.605,10","6,99","34,09","0,00",275
20212,2.21.144.005.003,                      Castanha Caju,"97,60","0,42","38,78","0,00",4
20213,2.21.144.005.004,                      Castanha Para,"2.966,26","12,92","32,50","0,01",118
20214,2.21.144.005.005,                      Damasco,"741,53","3,23","28,73","0,00",20
20215,2.21.144.005.006,                      Frutas Cristalizadas,"543,40","2,37","30,44","0,00",69
20216,2.21.144.005.007,                      Nozes,"2.168,82","9,45","39,40","0,01",98
20217,2.21.144.005.008,                      Outras Frutas Secas,"12.440,00","54,20","33,85","0,03",965
20218,2.21.144.005.009,                      Pinhao,"0,00","0,00","0,00","0,00",0
20219,2.21.144.005.010,                      Pistache,"0,00","0,00","0,00","0,00",0
20220,2.21.144.005.011,                      Sementes,"0,00","0,00","0,00","0,00",0
20221,2.21.144.005.012,                      Uva Passa,"2.388,25","10,41","35,03","0,01",195
20222,2.21.145,          Hortalicas,"973.656,86","31,16","38,82","2,52",0
20223,2.21.145.001,                Folhagens,"157.030,12","16,13","39,46","0,41",0
20224,2.21.145.001.001,                      Acelga,"3.077,60","1,96","38,45","0,01",589
20225,2.21.145.001.002,                      Agriao,"2.853,54","1,82","40,37","0,01",693
20226,2.21.145.001.003,                      Aipo,"0,00","0,00","0,00","0,00",0
20227,2.21.145.001.004,                      Alcachofra,"23,98","0,02","7,34","6,22",1
20228,2.21.145.001.005,                      Alface,"52.335,29","33,33","41,17","0,14",14528
20229,2.21.145.001.006,                      Alface Lisa,"0,00","0,00","0,00","0,00",0
20230,2.21.145.001.007,                      Almeirao,"17,43","0,01","39,76","4,52",7
20231,2.21.145.001.008,                      Aspargo,"0,00","0,00","0,00","0,00",0
20232,2.21.145.001.009,                      Brocolis,"32.808,08","20,89","38,09","0,09",7780
20233,2.21.145.001.010,                      Brotos,"0,00","0,00","0,00","0,00",0
20234,2.21.145.001.011,                      Chicoria,"0,00","0,00","0,00","0,00",0
20235,2.21.145.001.012,                      Couve,"14.881,94","9,48","42,89","0,04",2931
20236,2.21.145.001.013,                      Couve Flor,"14.496,61","9,23","35,72","0,04",2737
20237,2.21.145.001.014,                      Endivia,"0,00","0,00","0,00","0,00",0
20238,2.21.145.001.015,                      Espinafre,"313,19","0,20","41,25","0,00",76
20239,2.21.145.001.016,                      Outras Folhagens,"32,22","0,02","47,21","8,35",12
20240,2.21.145.001.017,                      Repolho,"30.852,54","19,65","38,65","0,08",9008
20241,2.21.145.001.018,                      Rucula,"5.337,70","3,40","36,52","0,01",1236
20242,2.21.145.001.019,                      Saladas Prontas,"0,00","0,00","0,00","0,00",0
20243,2.21.145.002,                Legumes E Tuberculos,"816.626,74","83,87","38,69","2,12",0
20244,2.21.145.002.001,                      Abobora,"5.058,74","0,62","42,77","0,01",655
20245,2.21.145.002.002,                      Abobrinha,"27.452,46","3,36","37,62","0,07",5672
20246,2.21.145.002.003,                      Aipim,"10.081,26","1,24","40,68","0,03",1169
20247,2.21.145.002.004,                      Bardana,"0,00","0,00","0,00","0,00",0
20248,2.21.145.002.005,                      Batata,"165.322,59","20,25","38,70","0,43",25704
20249,2.21.145.002.006,                      Batata Doce,"39.752,98","4,87","40,30","0,10",6235
20250,2.21.145.002.007,                      Batata Salsa,"20.249,53","2,48","38,68","0,05",5247
20251,2.21.145.002.008,                      Berinjela,"2.192,08","0,27","37,53","0,01",427
20252,2.21.145.002.009,                      Beterraba,"20.887,25","2,56","36,39","0,05",5064
20253,2.21.145.002.010,                      Cebola,"80.306,37","9,83","41,32","0,21",25157
20254,2.21.145.002.011,                      Cenoura,"42.249,00","5,17","38,46","0,11",15781
20255,2.21.145.002.012,                      Chuchu,"10.151,67","1,24","40,67","0,03",2200
20256,2.21.145.002.013,                      Cogumelo,"867,53","0,11","41,56","0,00",45
20257,2.21.145.002.014,                      Ervilha,"0,00","0,00","0,00","0,00",0
20258,2.21.145.002.015,                      Escarola,"0,00","0,00","0,00","0,00",0
20259,2.21.145.002.016,                      Gengibre,"2.376,12","0,29","40,93","0,01",1030
20260,2.21.145.002.017,                      Inhame,"203,42","0,02","39,53","0,00",21
20261,2.21.145.002.018,                      Jilo,"275,47","0,03","42,64","0,00",26
20262,2.21.145.002.019,                      Maxixe,"0,00","0,00","0,00","0,00",0
20263,2.21.145.002.020,                      Milho Verde,"3.567,30","0,44","40,85","0,01",405
20264,2.21.145.002.021,                      Mix Legumes,"4.319,45","0,53","60,91","0,01",458
20265,2.21.145.002.022,                      Nabo,"204,52","0,02","26,66","0,00",12
20266,2.21.145.002.023,                      Outros Legumes,"837,06","0,10","45,97","0,00",288
20267,2.21.145.002.024,                      Palmito,"0,00","0,00","0,00","0,00",0
20268,2.21.145.002.025,                      Pepino,"54.920,48","6,72","38,30","0,14",10295
20269,2.21.145.002.026,                      Pimenta,"53.082,66","6,50","32,91","0,14",6305
20270,2.21.145.002.027,                      Pimentao,"449,50","0,06","44,08","0,00",22
20271,2.21.145.002.028,                      Quiabo,"769,79","0,09","42,32","0,00",65
20272,2.21.145.002.029,                      Rabanete,"3.212,15","0,39","39,92","0,01",671
20273,2.21.145.002.030,                      Tomate,"264.282,36","32,36","38,49","0,69",32365
20274,2.21.145.002.031,                      Vagem,"3.555,00","0,44","40,76","0,01",507
20275,2.21.146,          Ovos,"331.651,93","10,61","28,05","0,86",0
20276,2.21.146.001,                Ovo Branco,"276.518,71","83,38","27,26","0,72",0
20277,2.21.146.001.001,                      Ovo Branco 20 Unid,"43.635,06","15,78","24,14","0,11",2649
20278,2.21.146.001.002,                      Ovo Branco 30 Unid,"133.827,17","48,40","26,55","0,35",5819
20279,2.21.146.001.003,                      Ovo Branco Duzia,"99.056,48","35,82","29,60","0,26",9991
20280,2.21.146.002,                Ovo Especial,"0,00","0,00","0,00","0,00",0
20281,2.21.146.002.001,                      Ovo Caipira,"0,00","0,00","0,00","0,00",0
20282,2.21.146.002.002,                      Ovo Com Omega 3,"0,00","0,00","0,00","0,00",0
20283,2.21.146.002.003,                      Ovo De Codorna,"0,00","0,00","0,00","0,00",0
20284,2.21.146.003,                Ovo Vermelho,"55.133,22","16,62","31,98","0,14",0
20285,2.21.146.003.001,                      Ovo Vermelho 20 Unid,"0,00","0,00","0,00","0,00",0
20286,2.21.146.003.002,                      Ovo Vermelho 30 Unid,"20.300,52","36,82","32,74","0,05",817
20287,2.21.146.003.003,                      Ovo Vermelho Duzia,"34.832,70","63,18","31,54","0,09",3012
20288,2.22,    Padaria,"2.223.993,86","13,20","36,43","5,76",0
20289,2.22.147,          Padaria Fab Propria,"1.350.924,90","60,74","42,26","3,50",0
20290,2.22.147.001,                Bolos E Tortas,"311.420,05","23,05","35,22","0,81",0
20291,2.22.147.001.001,                      Bolos Caseiros Fab Propria,"243.792,20","78,28","36,09","0,63",10685
20292,2.22.147.001.002,                      Torta De Frutas Fab Propria,"27.944,59","8,97","36,62","0,07",2399
20293,2.22.147.001.003,                      Torta Doce Fab Propria,"28.223,45","9,06","28,19","0,07",2337
20294,2.22.147.001.004,                      Torta Salgada Fab Propria,"11.459,81","3,68","30,47","0,03",1104
20295,2.22.147.002,                Coquetel,"132.762,99","9,83","24,03","0,34",0
20296,2.22.147.002.001,                      Pao De Queijo Fab Propria,"92.676,33","69,81","14,12","0,24",11278
20297,2.22.147.002.002,                      Salgados Coquetel Fab Propria,"40.086,66","30,19","46,93","0,10",4169
20298,2.22.147.003,                Doces Diversos,"204.880,50","15,17","46,24","0,53",0
20299,2.22.147.003.001,                      Cupcakes Fab Propria,"1.162,10","0,57","45,07","0,00",109
20300,2.22.147.003.002,                      Docinhos Fab Propria,"51.494,04","25,13","57,66","0,13",5534
20301,2.22.147.003.003,                      Mousse Fab Propria,"155,33","0,08","41,13","0,00",39
20302,2.22.147.003.004,                      Outros Doces Fab Propria,"115.419,49","56,34","41,85","0,30",12323
20303,2.22.147.003.005,                      Rocamboles Fab Propria,"6.428,64","3,14","38,37","0,02",336
20304,2.22.147.003.006,                      Sonhos Fab Propria,"30.220,90","14,75","45,28","0,08",4464
20305,2.22.147.004,                Massa D Agua,"144.633,23","10,71","83,89","0,38",0
20306,2.22.147.004.001,                      Baguete Fab Propria,"541,97","0,38","41,88","0,00",74
20307,2.22.147.004.002,                      Biscoitos Fab Propria,"13.083,84","9,05","65,36","0,03",2025
20308,2.22.147.004.003,                      Ciabatta Fab Propria,"0,00","0,00","0,00","0,00",0
20309,2.22.147.004.004,                      Farinha De Rosca Fab Propria,"0,00","0,00","0,00","0,00",0
20310,2.22.147.004.005,                      Pao Frances Fab Propria,"131.007,42","90,58","85,91","0,34",21721
20311,2.22.147.004.006,                      Pao Italiano Fab Propria,"0,00","0,00","0,00","0,00",0
20312,2.22.147.005,                Massa Doce,"98.005,60","7,26","43,89","0,25",0
20313,2.22.147.005.001,                      Biscoito Doce Fab Propria,"40.532,52","41,36","46,37","0,11",5331
20314,2.22.147.005.002,                      Chineque Fab Propria,"4.744,94","4,84","38,05","0,01",637
20315,2.22.147.005.003,                      Pao De Leite Fab Propria,"0,00","0,00","0,00","0,00",0
20316,2.22.147.005.004,                      Pao Doce Fab Propria,"52.728,14","53,80","42,51","0,14",5308
20317,2.22.147.005.005,                      Pao Sovado Fab Propria,"0,00","0,00","0,00","0,00",0
20318,2.22.147.006,                Massa Integral,"54.410,45","4,03","28,54","0,14",0
20319,2.22.147.006.001,                      Pao De Soja Fab Propria,"0,00","0,00","0,00","0,00",0
20320,2.22.147.006.002,                      Pao Integral Fab Propria,"49.200,23","90,42","27,89","0,13",6335
20321,2.22.147.006.003,                      Pao Multigrao Fab Propria,"5.210,22","9,58","34,73","0,01",684
20322,2.22.147.007,                Massa Salgada,"356.636,13","26,40","39,01","0,92",0
20323,2.22.147.007.001,                      Brioche Fab Propria,"148,07","0,04","58,83","0,00",17
20324,2.22.147.007.002,                      Croissant Fab Propria,"66,16","0,02","47,23","0,00",15
20325,2.22.147.007.003,                      Pao Arabe Fab Propria,"0,00","0,00","0,00","0,00",0
20326,2.22.147.007.004,                      Pao Batata Fab Propria,"0,00","0,00","0,00","0,00",0
20327,2.22.147.007.005,                      Pao Caseiro Fab Propria,"226.394,71","63,48","47,62","0,59",25264
20328,2.22.147.007.006,                      Pao Coco Fab Propria,"0,00","0,00","0,00","0,00",0
20329,2.22.147.007.007,                      Pao Da Avo Fab Propria,"0,00","0,00","0,00","0,00",0
20330,2.22.147.007.008,                      Pao De Frios Fab Propria,"714,23","0,20","40,58","0,00",100
20331,2.22.147.007.009,                      Pao De Milho Fab Propria,"3.723,82","1,04","39,62","0,01",445
20332,2.22.147.007.010,                      Pao Doce Massa Salg Fab Propria,"0,00","0,00","0,00","0,00",0
20333,2.22.147.007.011,                      Pao Hamburguer E Hot Dog Fab Propria,"97.776,25","27,42","17,86","0,25",4818
20334,2.22.147.007.012,                      Pizzas Fab Propria,"20.028,26","5,62","43,55","0,05",2276
20335,2.22.147.007.013,                      Rosca De Polvinho Fab Propria,"7.784,63","2,18","41,51","0,02",1051
20336,2.22.147.008,                Produtos De Epoca,"47.265,99","3,50","31,70","0,12",0
20337,2.22.147.008.001,                      Colomba Chocolate Fab Propria,"0,00","0,00","0,00","0,00",0
20338,2.22.147.008.002,                      Colomba Frutas Fab Propria,"0,00","0,00","0,00","0,00",0
20339,2.22.147.008.003,                      Panettone Chocolate Fab Propria,"47.265,99","100,00","31,70","0,12",3944
20340,2.22.147.008.004,                      Panettone Frutas Fab Propria,"0,00","0,00","0,00","0,00",0
20341,2.22.147.009,                Torradas,"909,96","0,07","63,77","0,00",0
20342,2.22.147.009.001,                      Torrada Fab Propria,"909,96","100,00","63,77","0,00",127
20343,2.22.148,          Padaria Industrializada,"328.920,15","14,79","22,38","0,85",0
20344,2.22.148.001,                Bisnaguinhas,"15.572,25","4,73","26,04","0,04",0
20345,2.22.148.001.001,                      Bisnaga Integral,"0,00","0,00","0,00","0,00",0
20346,2.22.148.001.002,                      Bisnaga Tradicional,"15.572,25","100,00","26,04","0,04",1938
20347,2.22.148.002,                Bolos E Tortas Industrial,"56.363,73","17,14","14,87","0,15",0
20348,2.22.148.002.001,                      Bolinho Infantil,"56.363,73","100,00","14,87","0,15",8399
20349,2.22.148.002.002,                      Bolos,"0,00","0,00","0,00","0,00",0
20350,2.22.148.003,                Doces Diversos,"1.708,95","0,52","61,65","0,00",0
20351,2.22.148.003.001,                      Doces,"0,00","0,00","0,00","0,00",0
20352,2.22.148.003.002,                      Polvilho,"1.708,95","100,00","61,65","0,00",265
20353,2.22.148.004,                Paes Industrializados,"170.620,10","51,87","24,29","0,44",0
20354,2.22.148.004.001,                      Biscoitos E Bolachas,"0,00","0,00","0,00","0,00",0
20355,2.22.148.004.002,                      Brioche,"0,00","0,00","0,00","0,00",0
20356,2.22.148.004.003,                      Canapes Canudos E Barquetes,"6.106,59","3,58","27,79","0,02",328
20357,2.22.148.004.004,                      Farinha De Rosca Padaria,"8.914,60","5,22","20,72","0,02",984
20358,2.22.148.004.005,                      Mini Pao,"0,00","0,00","0,00","0,00",0
20359,2.22.148.004.006,                      Pao  Diet Light,"5.118,12","3,00","22,25","0,01",197
20360,2.22.148.004.007,                      Pao Arabe,"0,00","0,00","0,00","0,00",0
20361,2.22.148.004.008,                      Pao De Coco,"0,00","0,00","0,00","0,00",0
20362,2.22.148.004.009,                      Pao De Forma,"65.190,48","38,21","23,08","0,17",6649
20363,2.22.148.004.010,                      Pao De Leite,"11.184,38","6,56","23,39","0,03",1435
20364,2.22.148.004.011,                      Pao Hamburguer E Hot Dog,"30.435,99","17,84","22,54","0,08",3426
20365,2.22.148.004.012,                      Pao Integral,"29.805,36","17,47","28,49","0,08",2569
20366,2.22.148.004.013,                      Pao Multigraos,"13.864,58","8,13","26,96","0,04",1097
20367,2.22.148.005,                Produtos De Epoca,"63.109,59","19,19","21,32","0,16",0
20368,2.22.148.005.001,                      Colomba Chocolate,"0,00","0,00","0,00","0,00",0
20369,2.22.148.005.002,                      Colomba Frutas,"0,00","0,00","0,00","0,00",0
20370,2.22.148.005.003,                      Panettone Chocolate,"53.904,58","85,41","21,12","0,14",2626
20371,2.22.148.005.004,                      Panettone Frutas,"9.205,01","14,59","22,47","0,02",413
20372,2.22.148.006,                Torradas,"21.545,53","6,55","24,31","0,06",0
20373,2.22.148.006.001,                      Torradas Com Graos,"3.329,88","15,46","23,99","0,01",526
20374,2.22.148.006.002,                      Torradas Diet Light,"0,00","0,00","0,00","0,00",0
20375,2.22.148.006.003,                      Torradas Integrais,"5.630,71","26,13","25,74","0,02",805
20376,2.22.148.006.004,                      Torradas Tradicionais,"12.584,94","58,41","23,76","0,03",1751
20377,2.22.149,          Padaria Terceirizada,"544.148,81","24,47","30,46","1,41",0
20378,2.22.149.001,                Bolos E Tortas,"20.523,02","3,77","18,29","0,05",0
20379,2.22.149.001.001,                      Bolos Caseiros Terceiro,"15.156,00","73,85","20,15","0,04",860
20380,2.22.149.001.002,                      Torta De Frutas Terceiro,"0,00","0,00","0,00","0,00",0
20381,2.22.149.001.003,                      Torta Doce Terceiro,"5.367,02","26,15","13,02","0,01",268
20382,2.22.149.001.004,                      Torta Salgada Terceiro,"0,00","0,00","0,00","0,00",0
20383,2.22.149.002,                Coquetel,"35.081,77","6,45","28,92","0,09",0
20384,2.22.149.002.001,                      Pao De Queijo Terceiro,"35.081,77","100,00","28,92","0,09",4858
20385,2.22.149.002.002,                      Salgados Terceiro,"0,00","0,00","0,00","0,00",0
20386,2.22.149.003,                Doces Diversos,"56.749,67","10,43","23,10","0,15",0
20387,2.22.149.003.001,                      Cupcakes Terceiro,"0,00","0,00","0,00","0,00",0
20388,2.22.149.003.002,                      Docinhos Terceiro,"0,00","0,00","0,00","0,00",0
20389,2.22.149.003.003,                      Mousse Terceiro,"0,00","0,00","0,00","0,00",0
20390,2.22.149.003.004,                      Outros Doces Terceiro,"36.652,18","64,59","19,56","0,10",5702
20391,2.22.149.003.005,                      Rocamboles Terceiro,"1.972,41","3,48","28,60","0,01",310
20392,2.22.149.003.006,                      Sonhos Terceiro,"18.125,08","31,94","29,65","0,05",3126
20393,2.22.149.004,                Massa D Agua,"338.398,11","62,19","34,24","0,88",0
20394,2.22.149.004.001,                      Baguete Terceiro,"0,00","0,00","0,00","0,00",0
20395,2.22.149.004.002,                      Biscoitos Terceiro,"2.855,46","0,84","30,86","0,01",561
20396,2.22.149.004.003,                      Ciabatta Terceiro,"0,00","0,00","0,00","0,00",0
20397,2.22.149.004.004,                      Farinha De Rosca Terceiro,"0,00","0,00","0,00","0,00",0
20398,2.22.149.004.005,                      Pao Frances Terceiro,"335.542,65","99,16","34,27","0,87",43428
20399,2.22.149.004.006,                      Pao Italiano Terceiro,"0,00","0,00","0,00","0,00",0
20400,2.22.149.005,                Massa Doce,"73.414,49","13,49","25,83","0,19",0
20401,2.22.149.005.001,                      Biscoito Doce Terceiro,"19.748,83","26,90","29,73","0,05",2766
20402,2.22.149.005.002,                      Chineque Terceiro,"0,00","0,00","0,00","0,00",0
20403,2.22.149.005.003,                      Pao De Leite Terceiro,"38.438,88","52,36","25,22","0,10",4496
20404,2.22.149.005.004,                      Pao Doce Terceiro,"9.097,05","12,39","13,18","0,02",995
20405,2.22.149.005.005,                      Pao Sovado Terceiro,"6.129,73","8,35","35,86","0,02",898
20406,2.22.149.006,                Massa Integral,"4.536,32","0,83","26,91","0,01",0
20407,2.22.149.006.001,                      Pao De Soja Terceiro,"0,00","0,00","0,00","0,00",0
20408,2.22.149.006.002,                      Pao Integral Terceiro,"4.536,32","100,00","26,91","0,01",429
20409,2.22.149.006.003,                      Pao Multigrao Terceiro,"0,00","0,00","0,00","0,00",0
20410,2.22.149.007,                Massa Salgada,"15.189,91","2,79","17,03","0,04",0
20411,2.22.149.007.001,                      Brioche Terceiro,"0,00","0,00","0,00","0,00",0
20412,2.22.149.007.002,                      Croissant Terceiro,"3.654,93","24,06","23,04","0,01",478
20413,2.22.149.007.003,                      Pao Arabe Terceiro,"0,00","0,00","0,00","0,00",0
20414,2.22.149.007.004,                      Pao Batata Terceiro,"0,00","0,00","0,00","0,00",0
20415,2.22.149.007.005,                      Pao Coco Terceiro,"0,00","0,00","0,00","0,00",0
20416,2.22.149.007.006,                      Pao Costela De Adao Terceiro,"0,00","0,00","0,00","0,00",0
20417,2.22.149.007.007,                      Pao Da Avo Terceiro,"0,00","0,00","0,00","0,00",0
20418,2.22.149.007.008,                      Pao De Milho Terceiro,"0,00","0,00","0,00","0,00",0
20419,2.22.149.007.009,                      Pao De Nata Terceiro,"0,00","0,00","0,00","0,00",0
20420,2.22.149.007.010,                      Pao Doce Massa Salg Terceiro,"0,00","0,00","0,00","0,00",0
20421,2.22.149.007.011,                      Pao Hamburguer E Hot Dog Terceiro,"11.534,98","75,94","15,13","0,03",492
20422,2.22.149.007.012,                      Pizzas Terceiro,"0,00","0,00","0,00","0,00",0
20423,2.22.149.007.013,                      Rosca De Polvinho Terceiro,"0,00","0,00","0,00","0,00",0
20424,2.22.149.008,                Produtos De Epoca,"0,00","0,00","0,00","0,00",0
20425,2.22.149.008.001,                      Colomba Chocolate Terceiro,"0,00","0,00","0,00","0,00",0
20426,2.22.149.008.002,                      Colomba Frutas Terceiro,"0,00","0,00","0,00","0,00",0
20427,2.22.149.008.003,                      Panettone Chocolate Terceiro,"0,00","0,00","0,00","0,00",0
20428,2.22.149.008.004,                      Panettone Frutas Terceiro,"0,00","0,00","0,00","0,00",0
20429,2.22.149.009,                Torradas,"255,52","0,05","35,04","0,00",0
20430,2.22.149.009.001,                      Torrada Terceiro,"255,52","100,00","35,04","0,00",85
20431,2.23,    Rotisserie,"1.674.920,26","9,94","40,79","4,34",0
20432,2.23.150,          Bebidas,"130.486,85","7,79","40,86","0,34",0
20433,2.23.150.001,                Cafe Rotisserie,"29.969,18","22,97","65,54","0,08",0
20434,2.23.150.001.001,                      Achocolatado Rotisserie,"1.741,34","5,81","32,69","0,01",370
20435,2.23.150.001.002,                      Cafe Com Leite Rotisserie,"16.992,63","56,70","79,94","0,04",2463
20436,2.23.150.001.003,                      Cafe Puro Rotisserie,"9.730,21","32,47","46,54","0,03",1652
20437,2.23.150.001.004,                      Capuccino Rotisserie,"1.505,00","5,02","63,87","0,00",257
20438,2.23.150.002,                Cerveja Rotisseria,"4.975,56","3,81","47,84","0,01",0
20439,2.23.150.002.001,                      Cerveja Garrafa,"3.971,06","79,81","48,44","0,01",265
20440,2.23.150.002.002,                      Cerveja Lata,"1.004,50","20,19","45,46","0,00",132
20441,2.23.150.003,                Refrigerante E Agua,"79.456,99","60,89","31,59","0,21",0
20442,2.23.150.003.001,                      Agua,"3.007,16","3,78","51,06","0,01",967
20443,2.23.150.003.002,                      Refrigerante Ks,"21.010,60","26,44","29,20","0,06",3527
20444,2.23.150.003.003,                      Refrigerante Lata,"22.664,38","28,52","37,25","0,06",4490
20445,2.23.150.003.004,                      Refrigerante Pet,"32.774,85","41,25","27,42","0,09",6708
20446,2.23.150.004,                Suco E Cha Rotisserie,"16.085,12","12,33","38,51","0,04",0
20447,2.23.150.004.001,                      Cha Copo,"56,40","0,35","44,15","0,00",2
20448,2.23.150.004.002,                      Cha Garrafa,"0,00","0,00","0,00","0,00",0
20449,2.23.150.004.003,                      Suco Natural,"14.670,92","91,21","35,32","0,04",2988
20450,2.23.150.004.004,                      Suco Polpa,"169,74","1,05","72,29","0,00",22
20451,2.23.150.004.005,                      Suco Polpa Com Leite,"1.188,06","7,39","72,91","0,00",139
20452,2.23.151,          Pratos Prontos,"1.544.433,41","92,21","40,78","4,00",0
20453,2.23.151.001,                Assados,"152.809,00","9,89","25,20","0,40",0
20454,2.23.151.001.001,                      Ave Assada,"71.732,20","46,94","15,85","0,19",2646
20455,2.23.151.001.002,                      Costela Assada,"18.262,22","11,95","7,89","0,05",502
20456,2.23.151.001.003,                      Pizza Assada,"62.814,58","41,11","40,93","0,16",4000
20457,2.23.151.002,                Refeicoes,"798.297,34","51,69","45,81","2,07",0
20458,2.23.151.002.001,                      Buffet/Marmitex,"671.268,91","84,09","47,97","1,74",26699
20459,2.23.151.002.002,                      Massas,"0,00","0,00","0,00","0,00",0
20460,2.23.151.002.003,                      Saladas,"0,00","0,00","0,00","0,00",0
20461,2.23.151.002.004,                      Sanduiches,"126.298,43","15,82","34,65","0,33",9902
20462,2.23.151.002.005,                      Sobremesas,"730,00","0,09","-6,57","0,00",28
20463,2.23.151.002.006,                      Sopas,"0,00","0,00","0,00","0,00",0
20464,2.23.151.003,                Salgados Fab Propria,"274.344,16","17,76","52,47","0,71",0
20465,2.23.151.003.001,                      Coxinha Fab Propria,"69.244,68","25,24","58,36","0,18",6935
20466,2.23.151.003.002,                      Esfiha Fab Propria,"3.983,64","1,45","48,27","0,01",466
20467,2.23.151.003.003,                      Kibe Fab Propria,"21.208,91","7,73","35,70","0,06",2311
20468,2.23.151.003.004,                      Outros Salgados Fab Propria,"118.235,18","43,10","55,11","0,31",10296
